de_DealerID,de_DealerName,de_GroupID,gp_Name,de_FranchiseID,fr_FranchiseName
465,Bradford BMW,60,JCT600,105,JCT600 BMW&MINI
478,Bradford MINI,60,JCT600,130,Bradford MINI
260,Joburg City Auto,38,Joburg City Auto,73,Joburg City
789,Jovan Auto (Test Dealer),118,Jovan Auto,259,Jovan Auto Chrysler
416,Peugeot Pinetown,62,Kempston Motors,106,Peugeot
417,Peugeot Umhlanga,62,Kempston Motors,106,Peugeot
346,Kunene Brothers Sandton,58,Kunene Brothers Holdings,101,BMW
804,Land Rover Demo - NC,123,Land Rover Demo - NC,270,Land Rover Demo - NC
805,Land Rover Demo - SF,124,Land Rover Demo - SF,271,Land Rover Demo - SF
889,Ford Centurion,132,Lazarus Motor Company,290,Lazarus Ford
890,Kia Centurion,132,Lazarus Motor Company,291,Lazarus Kia
891,Mazda Centurion,132,Lazarus Motor Company,292,Lazarus Mazda
914,Honda Centurion,132,Lazarus Motor Company,300,Lazarus Honda
915,Lazarus Motor Company,132,Lazarus Motor Company,301,Lazarus Motor Company
931,Performance Centre,132,Lazarus Motor Company,308,Lazarus Multifranchise
949,Lazarus BAIC Centurion,132,Lazarus Motor Company,314,Lazarus BAIC
258,Legends at Zambesi,37,Legacy Auto Pty LTD,72,Legacy
259,Zambesi Auto,37,Legacy Auto Pty LTD,72,Legacy
586,Leo Haese Pretoria BMW,84,Leo Haese,170,Leo Leo Haese BMW
146,Lexus East Rand,15,Lexus East Rand,29,Lexus East Rand
427,Lisacars Edenvale,61,Lisabank,110,Lisabanks
428,Lisacars Fourways,61,Lisabank,110,Lisabanks
429,Lisacars MrCarBuy,61,Lisabank,110,Lisabanks
430,Lisacars Wynberg,61,Lisabank,110,Lisabanks
460,Lisacars Sandton Reprocessed Cars,61,Lisabank,110,Lisabanks
476,Lisacars Head Office,61,Lisabank,110,Lisabanks
664,Lisacars Kempton Park,61,Lisabank,110,Lisabanks
836,Lisacars Route 24,61,Lisabank,110,Lisabanks
618,Mark White Nissan Fourways,95,Mark White Nissan,197,Mark White Nissan
315,Mascor Toyota Dalton,51,Mascor,87,Mascor
251,Mayfair Gearbox Manual,36,Mayfair,70,Mayfair
252,Mayfair Gearbox Pretoria,36,Mayfair,70,Mayfair
253,Mayfair Gearbox KZN and Transmission Centre,36,Mayfair,70,Mayfair
254,Mayfair Gearbox Cape Town,36,Mayfair,70,Mayfair
255,Mayfair Gearbox Germiston,36,Mayfair,70,Mayfair
256,Mayfair Gearbox Auto,36,Mayfair,70,Mayfair
77,Honda Cape Town,7,Mekor Motors,16,Mekor Motors
78,Honda Tygerberg,7,Mekor Motors,16,Mekor Motors
131,Honda Claremont,7,Mekor Motors,16,Mekor Motors
136,Honda Umhlanga,7,Mekor Motors,16,Mekor Motors
138,Mekor Mazda Claremont,7,Mekor Motors,123,Mekor Mazda
338,Peugeot Citroen Tygervalley,7,Mekor Motors,98,Peugeot Citroen
341,Mekor Cape Town,7,Mekor Motors,98,Peugeot Citroen
379,Honda Amanzimtoti,7,Mekor Motors,16,Mekor Motors
380,Mekor Chrysler Jeep Dodge,7,Mekor Motors,117,Mekor Chrysler Jeep Dodge
381,Mekor Fiat Alfa,7,Mekor Motors,118,Mekor Fiat Alfa
412,Peugeot Citroen Umhlanga,7,Mekor Motors,108,Mekor Peugeot Citroen
463,Mekor Suzuki Tygervalley,7,Mekor Motors,122,Mekor Suzuki
464,Mekor Mazda Tygervalley,7,Mekor Motors,123,Mekor Mazda
526,Honda Canal Walk,7,Mekor Motors,16,Mekor Motors
547,Mekor Renault Amanzimtoti,7,Mekor Motors,153,Mekor Renault
693,Mekor Mazda Constantiaberg,7,Mekor Motors,123,Mekor Mazda
697,Mekor Suzuki Cape Town,7,Mekor Motors,122,Mekor Suzuki
710,Mekor Suzuki Kenilworth,7,Mekor Motors,122,Mekor Suzuki
750,Peugeot Citroen Umhlanga (Inactive),7,Mekor Motors,236,Peugeot Citroen
858,Mekor Suzuki Constantiaberg,7,Mekor Motors,122,Mekor Suzuki
860,Mekor Ford Claremont,7,Mekor Motors,281,Mekor Ford
911,Mekor Mazda Kenilworth,7,Mekor Motors,123,Mekor Mazda
951,BAIC Century City,7,Mekor Motors,316,Mekor BAIC
93,Menlyn Auto,11,Menlyn Auto,23,Menlyn Auto
921,Montagu Toyota,137,Montagu Toyota,304,Montagu Toyota
623,Mortimer Toyota Matatiele,92,Mortimer,186,Mortimer Toyota
447,Motorline Nissan Crawley,64,Motorline Nissan,109,Motorline Nissan
448,Motorline Nissan Dartford,64,Motorline Nissan,109,Motorline Nissan
449,Motorline Nissan Royal Tunbridge Wells,64,Motorline Nissan,109,Motorline Nissan
568,Motorline Nissan Maidstone,64,Motorline Nissan,109,Motorline Nissan
629,Motorline Nissan Reading,64,Motorline Nissan,109,Motorline Nissan
831,Garden City Commercials Pietermaritzburg,125,NMI DSM,275,NMIDSM Commercial
832,NMI DSM Commercial Vehicles Pinetown,125,NMI DSM,275,NMIDSM Commercial
833,Mercedes Benz Commercial Vehicles Durban,125,NMI DSM,275,NMIDSM Commercial
909,FUSO Commercial Vehicles Durban,125,NMI DSM,298,NMI DSM FUSO
135,Honda Melrose,109,North Motor Group,232,North Motor Group Honda
137,Honda Sandton,109,North Motor Group,232,North Motor Group Honda
193,Honda Rivonia,109,North Motor Group,232,North Motor Group Honda
415,Citroen Rivonia,109,North Motor Group,234,North Motor Group Citroen
694,Mitsubishi Rivonia,109,North Motor Group,233,North Motor Group Mitsubishi
758,Mahindra Rivonia,109,North Motor Group,245,North Motor Group Mahindra
759,Kia Bryanston,109,North Motor Group,246,North Motor Group Kia
788,Kia Sandton,109,North Motor Group,246,North Motor Group Kia
307,Northcliff Auto BMW,46,Northcliff Auto,81,Northcliff Auto BMW
308,Northcliff Auto MINI,46,Northcliff Auto,82,Northcliff Auto MINI
591,Broad Oak Ashford,86,Oak Group,172,Broad Oak Ashford
593,Broad Oak Canterbury,86,Oak Group,173,Broad Oak Canterbury
472,Ocean Plymouth MINI,71,Ocean Group,127,Ocean MINI
473,Ocean Torbay MINI,71,Ocean Group,127,Ocean MINI
247,Paarlberg BMW,41,Paarlberg BMW,75,Paarlberg BMW
529,Partridge BMW Hampshire,77,Partridge Group,145,Partridge BMW
530,Partridge MINI Hampshire,77,Partridge Group,146,Partridge MINI
702,Pharoah Auto Investments,100,Pharoah Auto Investments,209,Pharoah Auto Investments
955,Origins by Pharoah Auto,100,Pharoah Auto Investments,209,Pharoah Auto Investments
90,Philwest VW,9,Philwest,21,Philwest
581,Porsche Centre Guildford,83,Porsche Retail Group Limited,169,Porsche UK
582,Porsche Centre Hatfield,83,Porsche Retail Group Limited,169,Porsche UK
583,Porsche Centre Mayfair,83,Porsche Retail Group Limited,169,Porsche UK
584,Porsche Centre Reading,83,Porsche Retail Group Limited,169,Porsche UK
585,Porsche Centre West London,83,Porsche Retail Group Limited,169,Porsche UK
725,Prentice Portadown BMW,105,Prentice Group,221,Prentice BMW
726,Prentice Portadown MINI,105,Prentice Group,222,Prentice MINI
488,Ridgeway Bournemouth BMW,74,Ridgeway,134,Ridgeway BMW
489,Ridgeway Hampshire BMW,74,Ridgeway,134,Ridgeway BMW
490,Ridgeway Salisbury BMW,74,Ridgeway,134,Ridgeway BMW
534,Ridgeway Hampshire MINI,74,Ridgeway,149,Ridgeway MINI
535,Ridgeway Salisbury MINI,74,Ridgeway,149,Ridgeway MINI
536,Ridgeway Bournemouth MINI,74,Ridgeway,149,Ridgeway MINI
329,Rola Bredasdorp Toyota,56,Rola Group,94,Toyota
330,Rola Commercial Vehicles,56,Rola Group,78,Mercedes Benz
331,Rola VW Hermanus,56,Rola Group,93,VW
332,Rola VW Malmesbury,56,Rola Group,93,VW
333,Rola VW Vredenburg,56,Rola Group,93,VW
334,Rola Honda Auto Helderberg,56,Rola Group,96,Honda
335,Rola Motors Chrysler/Jeep/Dodge,56,Rola Group,95,CJD
336,Rola Toyota Somerset West,56,Rola Group,94,Toyota
337,Lexus Helderberg,56,Rola Group,97,Lexus Helderberg
339,Rola Motors Mitsubishi,56,Rola Group,99,Mitsubishi
340,Rola Motors Passenger Vehicles,56,Rola Group,78,Mercedes Benz
426,Rola,56,Rola Group,96,Honda
475,Rola Motor Group,56,Rola Group,128,Rola Motor Group
525,Rola Ford Caledon,56,Rola Group,142,Rola GM
533,Rola Volvo Helderberg,56,Rola Group,148,Rola Volvo
552,Rola Ford Riversdal,56,Rola Group,157,Rola Ford
616,Rola Ford Robertson,56,Rola Group,157,Rola Ford
678,Rolacars Pre-Owned,56,Rola Group,96,Honda
321,Mercedes-Benz Bryanston (Sandown),54,Sandown Motor Group,90,Sandown MB
322,Mercedes-Benz Constantia Kloof (Sandown),54,Sandown Motor Group,90,Sandown MB
323,Mercedes-Benz Northcliff (Sandown),54,Sandown Motor Group,90,Sandown MB
324,Mercedes-Benz Rosebank (Sandown),54,Sandown Motor Group,90,Sandown MB
325,Mercedes-Benz Sandton (OLD - Sandown),54,Sandown Motor Group,90,Sandown MB
674,Sandown Group GP (Sandown),54,Sandown Motor Group,90,Sandown MB
809,Sandown Pre-Owned (Sandown),54,Sandown Motor Group,274,Sandown Pre-Owned
865,Mercedes-Benz Sandton (Sandown),54,Sandown Motor Group,90,Sandown MB
867,Sandown SSM Dealer (Sandown),54,Sandown Motor Group,90,Sandown MB
935,Sandown Commercial Vehicles Roodepoort,54,Sandown Motor Group,310,Sandown Commercial Vehicles
936,Sandown Commercial Vehicles Centurion,54,Sandown Motor Group,310,Sandown Commercial Vehicles
972,TruckStore Centurion,54,Sandown Motor Group,310,Sandown Commercial Vehicles
873,BMW Sandton,129,Sandton Group,287,Sandton Group
874,MINI Sandton,129,Sandton Group,287,Sandton Group
875,Motorrad Sandton,129,Sandton Group,287,Sandton Group
876,BMW Sandton Approved Repair Centre,129,Sandton Group,287,Sandton Group
877,Lyndhurst Auto BMW,129,Sandton Group,287,Sandton Group
878,Lyndhurst Auto MINI,129,Sandton Group,287,Sandton Group
879,Lyndhurst Auto Motorrad,129,Sandton Group,287,Sandton Group
880,Melrose Arch BMW,129,Sandton Group,287,Sandton Group
881,Melrose Arch MINI,129,Sandton Group,287,Sandton Group
801,Senzo Auto,121,Senzo Auto,268,Senzo Auto
250,SMG Cape Town,85,SMG Group,171,SMG BMW
309,Auto Umhlanga,85,SMG Group,171,SMG BMW
588,SMG BMW Umhlanga,85,SMG Group,171,SMG BMW
595,SMG Motorbikes Umhlanga,85,SMG Group,175,SMG Motorbikes
695,Volvo Cars Bedfordview,98,SMH Group,207,SMH Volvo
714,Subaru Bryanston,98,SMH Group,212,SMH Subaru
962,Southern Motors Bedfordview Group,98,SMH Group,320,Southern Motors Bedfordview Group
482,Snows Volvo Winchester,73,Snows Group,131,Snows Volvo
508,Snows BMW Portsmouth,73,Snows Group,137,Snows BMW
510,Snows SEAT Isle of Wight,73,Snows Group,139,Snows SEAT
511,Snows SEAT Poole,73,Snows Group,139,Snows SEAT
512,Snows SEAT Portsmouth,73,Snows Group,139,Snows SEAT
513,Snows SEAT Salisbury,73,Snows Group,139,Snows SEAT
514,Snows SEAT Southampton,73,Snows Group,139,Snows SEAT
515,Snows Peugeot Romsey,73,Snows Group,140,Snows Peugeot
516,Snows Volvo Southampton,73,Snows Group,131,Snows Volvo
531,Snows MINI Portsmouth,73,Snows Group,147,Snows MINI
841,South Gate Wheels,126,South Gate Wheels,276,South Gate Wheels
679,Sparshatts Botley Nissan,96,Sparshatts Group,200,Sparshatts Nissan
736,Specialist Cars Tring BMW,108,Specialist Cars Group,228,Specialist Cars BMW
737,Specialist Cars Luton BMW,108,Specialist Cars Group,228,Specialist Cars BMW
738,Specialist Cars Stevenage BMW,108,Specialist Cars Group,228,Specialist Cars BMW
739,Specialist Cars Tring MINI,108,Specialist Cars Group,229,Specialist Cars MINI
740,Specialist Cars Luton MINI,108,Specialist Cars Group,229,Specialist Cars MINI
741,Specialist Cars Stevenage MINI,108,Specialist Cars Group,229,Specialist Cars MINI
683,Spire Borehamwood BMW,97,Spire Group,202,Spire BMW
684,Spire Borehamwood MINI,97,Spire Group,203,Spire MINI
685,Spire Kentish Town BMW,97,Spire Group,202,Spire BMW
686,Spire Kentish Town MINI,97,Spire Group,203,Spire MINI
687,Spire Watford BMW,97,Spire Group,202,Spire BMW
688,Spire Watford MINI,97,Spire Group,203,Spire MINI
22,Subaru Cape Town,80,Subaru Group,165,Subaru Independent
190,Rand Stadium Toyota The Glen,27,Supergroup,56,Super Group Toyota
191,Rand Stadium Lexus The Glen,27,Supergroup,57,Super Group Lexus
210,Lionel Motors Nissan,27,Supergroup,64,Supergroup Nissan
211,Tommy Martin Cresta,27,Supergroup,66,Supergroup GM
212,Tommy Martin Eagle Canyon,27,Supergroup,66,Supergroup GM
213,Lionel Motors Renault,27,Supergroup,65,Supergroup Renault
214,Nash Nissan,27,Supergroup,64,Supergroup Nissan
215,Northwest Nissan,27,Supergroup,64,Supergroup Nissan
216,Edenvale Nissan,27,Supergroup,64,Supergroup Nissan
239,Renault The Glen,27,Supergroup,65,Supergroup Renault
262,Nissan The Glen,27,Supergroup,64,Supergroup Nissan
313,Tommy Martin Roodepoort,27,Supergroup,66,Supergroup GM
409,Mercedes-Benz Grand Central Motors,27,Supergroup,114,Supergroup Mercedes Benz
413,Jeep Fiat Alfa Romeo Midrand,27,Supergroup,107,Supergroup Chrysler Jeep Dodge
414,Fiat Alfa Romeo Midrand,27,Supergroup,102,Supergroup Fiat
438,Mercedes Benz Culemborg,27,Supergroup,219,Supergroup Western Cape
439,Mercedes Benz Century City,27,Supergroup,219,Supergroup Western Cape
440,Mercedes Benz Constantiaberg,27,Supergroup,219,Supergroup Western Cape
544,Audi Centre Rustenburg,27,Supergroup,150,Supergroup Audi
551,Jeep Fiat Alfa Romeo East Rand,27,Supergroup,107,Supergroup Chrysler Jeep Dodge
556,Auto Baltic East Rand,27,Supergroup,158,Supergroup Volvo
557,Auto Baltic Rustenburg,27,Supergroup,158,Supergroup Volvo
558,Auto Baltic Vereeniging,27,Supergroup,158,Supergroup Volvo
559,Auto Baltic Midrand,27,Supergroup,158,Supergroup Volvo
560,Auto Baltic Nelspruit,27,Supergroup,158,Supergroup Volvo
573,Rustenburg Volkswagen,27,Supergroup,163,Supergroup VW
577,Ford Basil Green,27,Supergroup,166,Supergroup Ford & Mazda
579,Casseys Auto Benoni,27,Supergroup,181,Supergroup Ford
613,Auto Baltic Limpopo,27,Supergroup,158,Supergroup Volvo
614,Mazda Rustenburg,27,Supergroup,182,Supergroup Mazda
615,Ford Rustenburg,27,Supergroup,181,Supergroup Ford
617,Leons Multifranchise Rustenburg,27,Supergroup,183,Leons Motors Multi
619,Tommy Martin Eagle Canyon Commercial,27,Supergroup,66,Supergroup GM
665,Honda Midrand,27,Supergroup,196,Supergroup Honda
666,Honda Bedfordview,27,Supergroup,196,Supergroup Honda
703,Casseys Auto Springs Ford,27,Supergroup,181,Supergroup Ford
709,CJD Century City,27,Supergroup,219,Supergroup Western Cape
712,Arnold Chatz Cars,27,Supergroup,302,Supergroup FCA
718,Mercedes Benz Paarl,27,Supergroup,219,Supergroup Western Cape
719,Mercedes Benz Worcester,27,Supergroup,293,Mercedes-Benz Commercial Vehicles Group
720,Mercedes Benz Stellenbosch,27,Supergroup,219,Supergroup Western Cape
721,Orbit Commercial Vehicles Cape Town,27,Supergroup,293,Mercedes-Benz Commercial Vehicles Group
722,Mercedes Benz Bellville Commercial Vehicles,27,Supergroup,293,Mercedes-Benz Commercial Vehicles Group
723,Mercedes-Benz Commercial Vehicles Montague Gardens,27,Supergroup,114,Supergroup Mercedes Benz
731,Brits Volkswagen,27,Supergroup,163,Supergroup VW
733,Mercedes Benz Montague Gardens PV,27,Supergroup,219,Supergroup Western Cape
744,Suzuki Boksburg,27,Supergroup,231,Supergroup Suzuki
745,GWM Boksburg,27,Supergroup,230,Supergroup GWM
747,Orbit Motors Service Centre,27,Supergroup,219,Supergroup Western Cape
749,Mazda Edenvale,27,Supergroup,182,Supergroup Mazda
751,Supergroup Approved Menlyn,27,Supergroup,237,Supergroup Approved Menlyn
763,Mercedes Benz Paarl Commercial Vehicles,27,Supergroup,219,Supergroup Western Cape
797,Haval Boksburg,27,Supergroup,265,Supergroup Haval
802,Mercedes Benz Panel Shop,27,Supergroup,219,Supergroup Western Cape
859,Orbit Commercial Vehicles Helderberg,27,Supergroup,293,Mercedes-Benz Commercial Vehicles Group
884,Supergroup Mercedes-Benz WC,27,Supergroup,219,Supergroup Western Cape
898,Mazda East Rand,27,Supergroup,182,Supergroup Mazda
912,Jeep Fiat Alfa Romeo Menlyn,27,Supergroup,102,Supergroup Fiat
918,Jeep Fiat Alfa Romeo Centurion,27,Supergroup,302,Supergroup FCA
919,Peugeot Citroen Centurion,27,Supergroup,303,Supergroup Citreon
924,Chery Boksburg,27,Supergroup,305,Super Group Chery
926,FAW Roodepoort,27,Supergroup,306,Supergroup UD
927,Hino Isando,27,Supergroup,307,Supergroup Isando
928,GWM Benoni,27,Supergroup,230,Supergroup GWM
929,Haval Benoni,27,Supergroup,265,Supergroup Haval
930,Suzuki Bruma,27,Supergroup,231,Supergroup Suzuki
933,Peugeot Citroen Opel Arnold Chatz,27,Supergroup,309,Arnold Chatz Peugeot Citroen Opel
946,Suzuki Edenvale,27,Supergroup,231,Supergroup Suzuki
947,Proton Rustenburg,27,Supergroup,312,Supergroup Proton
948,Auto Presto,27,Supergroup,313,Supergroup Auto Presto
953,Auto Baltic Limpopo (Old),27,Supergroup,158,Supergroup Volvo
966,Haval Northcliff,27,Supergroup,265,Supergroup Haval
803,Land Rover Demo - Sydsen,122,Sydsen,269,Sydsen Land Rover
477,Sytner Sheffield BMW,72,Sytner Sheffield,129,Sytner Sheffield BMW
459,Sytner Sunningdale BMW,67,Sytner Sunningdale BMW,119,Sytner Sunningdale BMW
462,Sytner Sunningdale MINI,69,Sytner Sunningdale MINI,121,Sytner Sunningdale MINI
60,_Default Dealership,1,Test Group,10,Test
94,Eleads demo Zeda temp,1,Test Group,10,Test
95,Eleads demo Car Mall,1,Test Group,10,Test
96,Eleads demo Trade centre,1,Test Group,10,Test
97,Eleads demo Retail dealer,1,Test Group,10,Test
887,Test Halfway Toyota Fourways,131,Test Halfway Group,289,Test Halfway
164,Western Motors Carletonville,23,The Magic Group,46,Western Motors Carletonville
165,Toyota Carletonville,23,The Magic Group,38,The Magic Group
166,Carletonville Toyota,23,The Magic Group,38,The Magic Group
169,Lenasia Volkswagen,23,The Magic Group,48,Lenasia Volkswagen
61,Thorp Plumstead,3,Thorp,11,Thorp General Motors
62,Thorp Fish Hoek,3,Thorp,11,Thorp General Motors
63,Thorp Paarl,3,Thorp,11,Thorp General Motors
130,Thorp Claremont,3,Thorp,11,Thorp General Motors
143,Thorp Paarl Trucks,3,Thorp,11,Thorp General Motors
532,Thorp Ceres,3,Thorp,11,Thorp General Motors
727,Trainer Swansea BMW,106,Trainer Group,223,Trainer BMW
728,Trainer Swansea MINI,106,Trainer Group,224,Trainer MINI
977,TruckStore,141,TruckStore,324,TruckStore
842,Tynan Motors Miranda,127,Tynan Motor Group,277,Tynan Motors
843,Tynan Motors Wollongong,127,Tynan Motor Group,277,Tynan Motors
844,Tynan Motors Nowra,127,Tynan Motor Group,277,Tynan Motors
845,Tynan Motors Albion Park,127,Tynan Motor Group,277,Tynan Motors
846,Tynan Motors Sutherland,127,Tynan Motor Group,277,Tynan Motors
847,Tynan Motors Kirrawee,127,Tynan Motor Group,277,Tynan Motors
848,Tynan Group Call Centre,127,Tynan Motor Group,277,Tynan Motors
724,Union Motors Nelspruit,104,Union Motors,220,Union Motors Nelspruit
316,Autobahn BMW,52,Unitrans,71,Autobahn BMW
661,West Cape Volkswagen,52,Unitrans,192,Unitrans VW
162,Vaal Toyota Vereeniging,24,Vaal Toyota,45,Vaal Toyota
163,Vaal Toyota Sasolburg,24,Vaal Toyota,45,Vaal Toyota
527,Northern Motors Harrow,76,Vauxhall,144,Vauxhall
528,Northern Motors Watford,76,Vauxhall,144,Vauxhall
456,Vines of Gatwick BMW,66,Vines Group,116,Vines BMW
457,Vines of Guildford BMW,66,Vines Group,116,Vines BMW
458,Vines of Redhill BMW,66,Vines Group,116,Vines BMW
484,Vines of Gatwick MINI,66,Vines Group,133,Vines MINI
485,Vines of Guildford MINI,66,Vines Group,133,Vines MINI
486,Vines of Redhill MINI,66,Vines Group,133,Vines MINI
798,Volvo Demo Site 1,120,Volvo Demo,266,Volvo Demo
799,Volvo Demo Site 2,120,Volvo Demo,266,Volvo Demo
756,WBYC Randburg,111,WBYC Motor Retail Gauteng,241,WBYC Randburg
757,WBYC Boksburg,111,WBYC Motor Retail Gauteng,242,WBYC Boksburg
866,We Buy Your Car Pretoria,111,WBYC Motor Retail Gauteng,283,WBYC Pretoria
755,WBYC Cape Town,110,WBYC Motor Retail Western Cape,240,WBYC Cape Town
952,Weelee,138,Weelee,317,Weelee
903,Westvaal Menlyn,134,Westvaal,295,Westvaal
904,Westvaal Mokopane,134,Westvaal,295,Westvaal
905,Westvaal Polokwane,134,Westvaal,295,Westvaal
906,Westvaal Somerset West,134,Westvaal,295,Westvaal
248,Worcester BMW,40,Worcester BMW,76,Worcester BMW